reference,translation,similarity,lenght_diff,ref_tox,trn_tox,diff_tox,ref_words,trn_words
What the fuck is Special Branch doing here?,what's Special Branch doing here?,0.92020148901,0.2272727272727272,0.9991552829742432,4.607213486451656e-05,0.9991092108393786,8,5
I have two crappy daughters.,I have beautiful daughters.,0.636211391166,0.0344827586206896,0.9981619715690612,6.416357064153999e-05,0.9980978079984196,5,4
"oh, yes. We took pictures before we found out about the present murder, not just some stupid joke.",We took the liberty of imaging the corpse before we knew for sure we were dealing with an actual homicide - and not just some sick hoax.,0.6240625487520001,0.2773722627737226,0.9967870712280272,0.0066148154437541,0.9901722557842731,18,27
"My roommate Otrov was there, looking rumpled and miserable.",my roommate Otrov seemed distressed and unhappy.,0.835062684772,0.1833333333333333,0.97678941488266,0.0001656622480368,0.9766237526346232,9,7
Think Russian mob mistress.,think of a Russian mafia lover.,0.8112898498100001,0.125,0.978352427482605,0.0151511495932936,0.9632012778893114,4,6
Imagine how screwed up any daughter of hers would be.,imagine what her daughter would have to be.,0.74925857683,0.1851851851851851,0.9661158323287964,0.0001439247571397,0.9659719075716569,10,8
suck it all up!,Take it all!,0.636108751469,0.1875,0.9969712495803832,6.27705012448132e-05,0.9969084790791384,4,3
Bash her head in -- Eliot.,upset her head... Eliot,0.679796623704,0.1111111111111111,0.9854743480682372,0.0028079920448362,0.982666356023401,6,4
I never wanted this fancy crap in the first place.,I never wanted these fancy clothes!,0.6929576741750001,0.2941176470588235,0.9967261552810668,5.0098511565011e-05,0.9966760567695018,10,6
"A movie, for the big screen. Not the idiot box!","a movie, for the big screen, not for a canvas!",0.78631890142,0.0208333333333333,0.9996893405914308,5.1414997869869694e-05,0.9996379255935608,10,10
"a lot of penises, Gabrielle thought.","Big money, Gabrielle thought.",0.678477270327,0.1891891891891892,0.9991388320922852,4.420386176207103e-05,0.9990946282305232,6,4
what kind of stink is that?,What is that funky smell?,0.71795129352,0.0714285714285714,0.766852855682373,0.001154298777692,0.765698556904681,6,5
"you fucked me, didn't you?",Did you or did you not give me a wink?,0.67491325009,0.3076923076923077,0.9968320727348328,5.684732241206802e-05,0.9967752254124208,5,10
he's crazy.,He's gone mad!,0.7732153302529999,0.2,0.9942573308944702,0.1143960654735565,0.8798612654209137,2,3
you pissed 'cause she told you to go to hell?,Pissed off 'cause she told you to get lost?,0.804904647541,0.0434782608695652,0.9918152689933776,0.0026863473467528,0.9891289216466248,10,9
"""don't be a pussy, there's a flu, wash your hands.""","""Screw the flu, wash your hands.""",0.82158046896,0.3461538461538461,0.9994176626205444,0.0036658260505646,0.9957518365699798,10,6
"They shot Oscar in his fuckin' back for no reason, man!",they shot him in the back for no reason.,0.744921999773,0.2678571428571428,0.9937980771064758,0.0256691128015518,0.968128964304924,11,9
this man is the commander of the dodgy bwiggard!,"This man commands a ""cwack"" legion !",0.613804799367,0.2448979591836734,0.989404320716858,0.0274644792079925,0.9619398415088656,9,7
keep her in your mouth.,Warm it up in your mouth.,0.655809952707,0.0769230769230769,0.9863256812095642,0.0095474235713481,0.976778257638216,5,6
"I might sew my mouth shut, too.",I could put my tongue in my teeth too.,0.663802878037,0.1794871794871795,0.9399244785308838,0.015214018523693,0.9247104600071908,7,9
"No. Andrei, you're gonna black out, man.","no, Andrei, you're going to faint!",0.710040041347,0.1463414634146341,0.9783781170845032,0.0161928478628397,0.9621852692216636,7,6
he can suck your soul.,He may drain your soul away.,0.770405884525,0.2068965517241379,0.99832683801651,0.0042348075658082,0.9940920304507018,5,6
"It is a big thing, high on the leggy very ugly.","it was higher, big wheels and very ugly.",0.7040630437180001,0.1458333333333333,0.7911813855171204,0.0041976105421781,0.7869837749749422,11,8
I knew they had a sexual crisis.,I knew they were in a sex slump.,0.700663505737,0.0,0.9764260649681092,0.0571492500603199,0.9192768149077892,7,8
What the fuck is he up to?,what's he doing there?,0.640251917233,0.1481481481481481,0.9994919300079346,4.188057573628612e-05,0.9994500494321984,7,4
I'm not saying it sounds stupid.,I-I'm not saying that sounds silly.,0.924928824055,0.0833333333333333,0.9787641763687134,0.0103613100945949,0.9684028662741184,6,6
your eyes give you a liar; we just work it out.,Your eyes are calling you a liar; we just work here.,0.8691714608200001,0.0943396226415094,0.9850085973739624,0.288487434387207,0.6965211629867554,11,11
Why don't you go terrorize a village and leave me alone!,why don't you go haunt some village and leave me alone!,0.947840875591,0.0175438596491228,0.9621511101722716,0.2728489935398102,0.6893021166324614,11,11
"“You farm out your own wife to suckle monsters, and you dare imply that I have weaknesses?”","""will you sell your own wife to breast-feed the green monsters, and you dare suggest I have mistakes?""",0.641668894141,0.1067961165048543,0.9831387996673584,0.1081150844693183,0.8750237151980401,17,18
"""I'll stitch him up.","""I'll sew it up.",0.912665243066,0.1904761904761904,0.5871977210044861,8.623347093816847e-05,0.5871114875335479,4,4
you're a bored woman trying to kill the time between hours of spinning and deriving a child to training football.,"You're a bored housewife trying to kill time between spin class and driving your kid to soccer practice. Hey, that's not fair.",0.700075228519,0.1023622047244094,0.9738664627075196,0.0021187709644436,0.971747691743076,20,22
"""then you're a fool.""","""The more fool you.""",0.843711365342,0.0454545454545454,0.9995421171188354,0.3028119802474975,0.6967301368713379,4,4
"Goddamn you, Stanley.","I'm begging you, Stanley.",0.624695756714,0.1538461538461538,0.9993858337402344,0.0001979571825359,0.9991878765576984,3,4
in Shithead?,At Shinjuku?,0.61170119326,0.0,0.9847792983055116,6.313346239039674e-05,0.9847161648431212,2,2
"""I'll cut your big dick right away!""","""I'm gonna carve me a big bird!""",0.617688526043,0.1081081081081081,0.9993521571159364,0.0023351027630269,0.9970170543529094,7,7
Is this your ridiculous idea of a joke?,is that your idea of a joke?,0.8697529152410001,0.275,0.9990274906158448,6.934855628060177e-05,0.9989581420595642,8,7
My guilt over crippling your damn leg?,my guilt for what happened to your leg?,0.7647006236849999,0.025,0.999380111694336,0.0007976767956279,0.998582434898708,7,8
what the hell was that?,And what was that?,0.850594864067,0.2083333333333333,0.8596190810203552,4.819953392143361e-05,0.8595708814864338,5,4
Shit! What the hell is wrong with you? Look at this!,"what's the matter with you, look at this!",0.627363910395,0.2075471698113207,0.9994621872901917,0.0007349242805503,0.9987272630096412,11,8
"We're not gonna store the motherfucker- - Don't you fuckin' realize... that if Bonnie comes home and finds a dead body in her house, I'm gonna get divorced?","no, you don't realize that when Bonnie comes home and finds a dead body in her house, she'll divorce me?",0.8018549401360001,0.3312101910828025,0.9986151456832886,0.0005366849945858,0.9980784606887028,28,20
prostitute strangling maniac,PROSTITUTE STRANGLED BY MANIAC.,0.816995617524,0.09375,0.9989411234855652,0.002614575671032,0.9963265478145332,3,4
just... shut up.,Just... keep shut.,0.888101276291,0.1052631578947368,0.9994480013847352,0.0701730623841285,0.9292749390006068,3,3
Shoot them back to health?,did they shoot them to be healthy again?,0.7992493098450001,0.3414634146341463,0.9821993112564088,0.0228180699050426,0.9593812413513662,5,8
"I'm sure the bastard spans the whole thing, and he's got a hostage.",I'll bet anything he's behind this. And he has a hostage.,0.646359010258,0.1470588235294117,0.9964174032211304,0.0005640442832373,0.9958533589378932,13,11
"JP, mate, following me here could be the last scene of a rom-com, but could also be the first scene of a horror film that ends up with my head on a stick and you wanking.","JP, mate, for following me here could be the last scene of a romantic comedy, but it might also be the first scene of a horror movie, it's going to end up being chased by my head on a stake.",0.8776547700949999,0.1047120418848167,0.9866502285003662,0.0181595776230096,0.9684906508773566,36,40
"You can show me how the other half lives Or not lives, 'cause...'cause you're dead.",you can show me how you live or don't live because you're dead.,0.7566877205310001,0.238095238095238,0.9132410883903505,0.0528327971696853,0.8604082912206652,15,13
they had no choice but to shoot her.,"In the end, they had no option but to put her down.",0.7120259146979999,0.2884615384615384,0.9939022064208984,0.0003576529270503,0.9935445534938482,8,12
"He was running, bleeding, swearing, and shooting.","he ran, he was bleeding, he sweated and shot.",0.7203992110590001,0.08,0.788237452507019,0.0736747533082962,0.7145626991987228,7,9
The next one dies!,the next one's dying!,0.944358992252,0.1363636363636363,0.9950962662696838,0.0748720094561576,0.9202242568135264,4,4
When did you first have sex with him?,when did you first sleep with him?,0.84738022385,0.0789473684210526,0.9874295592308044,0.0005669396487064,0.986862619582098,8,7
get your fucking hands off me!,Get your hands offme!,0.816967210396,0.2903225806451613,0.9989111423492432,0.0066897263750433,0.9922214159742,6,4
"he told how he went back for Becky, heralded her joyous news and she told him to give her a room and didn't bother her with such nonsense because she is tired and knows she has to die, and that she is happy to die already.","He told how he went back for Becky and broke the good news and she told him not to fret her with such stuff, for she was tired, and knew she was going to die, and wanted to.",0.8371865041650001,0.2197309417040358,0.9099299907684326,0.0079288380220532,0.9020011527463794,46,38
I don't want my mom getting mixed up with a pervert who makes her sacrifice.,I don't want Mom mixed up with the sort of creep that would have her as a fetish.,0.6972922390719999,0.0609756097560975,0.981123983860016,0.0393371470272541,0.941786836832762,15,18
That's why the Turkana fear the church is cursed.,is that why people think the church is cursed?,0.6725874058619999,0.06,0.9682365655899048,0.0111984359100461,0.9570381296798588,9,9
what a filthy seat.,What a dirty seats.,0.908717504187,0.0,0.9787776470184326,0.0861791223287582,0.8925985246896744,4,4
"Fuck, no.","hell, no.",0.933074941697,0.0,0.9994619488716124,0.0148547291755676,0.9846072196960448,2,2
"He gives me the dirtiest looks, even when he's smiling.","he looks at me with hatred, even when he smiles.",0.654908906944,0.125,0.7719165086746216,0.0028929614927619,0.7690235471818597,10,10
your fingers will be blown off!,You'll blow your fingers off!,0.8793001120720001,0.0625,0.8743191361427307,0.1575468629598617,0.716772273182869,6,5
I slept with your girl.,I did sleep with your girl.,0.921397976671,0.1428571428571428,0.8877838253974915,0.0800890401005745,0.807694785296917,5,6
he's a predator.,A predator.,0.87627185028,0.2941176470588235,0.9835213422775269,0.0044713295064866,0.9790500127710402,3,2
It's Alan bloody Shearer's fanny magnet!,this is Alan Shearer's magnet.,0.785397245083,0.2439024390243902,0.9964020252227784,5.956350651104003e-05,0.9963424617162674,6,5
What the hell you doin' here?,what are you doing here?,0.852608745983,0.1666666666666666,0.9758564233779908,4.251967038726434e-05,0.9758139037076036,6,5
They're all gonna die.,everyone dies!,0.741522265139,0.3478260869565217,0.9978117346763612,0.0286502130329608,0.9691615216434004,4,2
You gonna walk out there and tell them I killed Green.,you come out and say I killed Green.,0.858784710086,0.3272727272727272,0.8765063285827637,0.0193050298839807,0.8572012986987829,11,8
catatonic reflexes.,Catatonic eye reflexes...,0.703607825655,0.2307692307692307,0.8599880337715149,0.0001528662396594,0.8598351675318555,2,3
where's the sex pervert?,Where is the sex offender?,0.828021331087,0.074074074074074,0.9980251789093018,0.0297732781618833,0.9682519007474184,4,5
"Mr. Shannon, cut him loose.","Mr. Shannon, let him go.",0.747510125403,0.1071428571428571,0.960870087146759,0.0001372967526549,0.960732790394104,5,5
Imagine you're the sole human being living on a planet populated with nothing but dogs.,imagine being the only person living on a planet with no one but dogs.,0.873816131798,0.1931818181818181,0.9354604482650756,0.0099923592060804,0.9254680890589952,15,14
"the lazy Irishman felt like a ridiculous dream, especially when his father had thrown him out of his home, but he had fallen into the eye of a wealthy woman - indeed, a vampire - named Darla.","For the lazy Irishman that seemed a laughable dream, especially after he was expelled from his father's household, but he had caught the eye of an affluent woman — actually a vampire — named Darla.",0.866386744073,0.0303030303030303,0.9658942222595216,0.0878473743796348,0.8780468478798868,37,35
"Wanna fuck me, baby?","do you like me, baby?",0.7517109915819999,0.0454545454545454,0.999279797077179,0.0015742381801828,0.9977055588969962,4,5
"in fact, it's a British Museum of poo.","Out you get. In fact, it's the British Museum of Poo.",0.88490095634,0.2777777777777778,0.8662563562393188,0.0026323951315134,0.8636239611078055,8,11
That is why we all dirty and desperate.,that's why we're so cunning and desperate.,0.6907757480310001,0.0697674418604651,0.9716191291809082,0.0012730888556689,0.9703460403252392,8,7
Quit throwing the ball around and shoot it!,don't play with the ball and shoot!,0.783051712499,0.1818181818181818,0.9931666254997252,0.0051276027224957,0.9880390227772295,8,7
We shall die together in front of their very eyes and give them something to be haunted by.,we will die together before their eyes and we will give them something to pursue.,0.8065635239579999,0.108695652173913,0.9703697562217712,0.1763802766799926,0.7939894795417787,18,15
you're a burden.,You're in charge.,0.707413939623,0.0555555555555555,0.9413154721260072,7.739051943644881e-05,0.9412380816065709,3,3
"no, that's ridiculous.","No, that's nonsense.",0.914190127732,0.0869565217391304,0.9786553382873536,0.098729982972145,0.8799253553152087,3,3
We did not fight this damn war so the Labour party could take over and destroy everything we believe in.,we didn't fight in this war for Labour to come to power and destroy everything we believe in.,0.831597753512,0.1047619047619047,0.9985427856445312,0.0006763251149095,0.9978664605296218,20,18
Life is too short to be mopping around about some white-trash pig roast.,"it's over, life is too short for you to be troubled by some tragic white swine.",0.693222280519,0.0875,0.961492955684662,0.0249255001544952,0.9365674555301668,13,16
you made me kill a man!,You've made me a murder a man!,0.88583952066,0.2258064516129032,0.9915972352027892,0.0375735722482204,0.9540236629545688,6,7
"Do you understand, you piece of shit?","do you understand me, punk?",0.780174002059,0.2631578947368421,0.9996860027313232,0.0059409481473267,0.9937450545839964,7,5
Sucks right back in. Animal never knows what hit him.,the animal won't even know what hit him.,0.7696279759379999,0.2407407407407407,0.9930303692817688,0.0004520759684965,0.9925782933132724,10,8
"I thought I was doing something good' but Helen and the others, they're killing people.","I thought I was doing something good, but Helen and the others started killing people.",0.896383544059,0.0113636363636363,0.6385176181793213,0.0462218858301639,0.5922957323491573,15,15
"Let my death hold no glory, and let me die forgotten and unknown.","may death not be celebrated, may I die forgotten and without a name.",0.751613647903,0.0434782608695652,0.9326475858688354,0.1011731922626495,0.8314743936061859,13,13
she knew she was not great as a witch.,She knew she'd never been much good at it.,0.643987842146,0.0930232558139534,0.936636447906494,0.0001185141663881,0.936517933740106,9,9
"Well, I'll hurt him for you, Claire, before this game is over, and that's a promise.","well, I'll hurt him for that, Claire, before we finish this, I promise you.",0.845175437925,0.1058823529411764,0.90664803981781,0.1687437444925308,0.7379042953252791,16,14
at least someone will be able to fix this miserable planet.,At least someone is taking control of that rogue planet.,0.6517573610890001,0.05,0.9718979597091676,0.0015993386041373,0.9702986211050304,11,10
"with all this stuff to be paranoid about, we don't need to invent new shit.","With everything that women have to be paranoid about, we don't need to be making up new stuff. You look amazing.",0.7612832651639999,0.3274336283185841,0.9764958620071412,0.0022449328098446,0.9742509291972966,15,21
Jewish Nose.,"""Jewish Nose""",0.7998085981199999,0.0714285714285714,0.9225465655326844,0.0208838265389204,0.901662738993764,2,2
"He died to save you, idiot boy—and Josua.","he died to save you, blunt boy-you and Josua.",0.839608988265,0.0869565217391304,0.9996873140335084,0.0003173489822074,0.999369965051301,8,9
"I'd have thought that it was obvious, seeing as how I've been shooting at you.",I thought it was pretty obvious when I fired at you.,0.679915735914,0.3291139240506329,0.9164729714393616,0.0152254980057477,0.901247473433614,15,11
I understand you're super-fuckin'- pissed.,I know you're really pissed.,0.7743272467389999,0.3255813953488372,0.990676999092102,0.0117685226723551,0.978908476419747,5,5
"Knock it off,korsak.","stop it, Korsak.",0.8628340948559999,0.1904761904761904,0.5064743161201477,0.0025239544920623,0.5039503616280854,3,3
"How did you like that, fucking a woman?",how did you like your wife?,0.837013244615,0.3,0.999559223651886,6.992222915869206e-05,0.9994893014227272,8,6
"Aye, when she's not being an outright, stubborn-headed, pain-in-the-arse mule.","yes, when she just doesn't act like an utterly stubborn hen hen.",0.602507030405,0.1772151898734177,0.9687594175338744,0.0142369801178574,0.9545224374160172,10,12
"He found that he had two colonels, a lieutenant colonel, a driver, and an American in the office he used here—along with the craziest damned story he'd ever heard.","he found that he had two colonels in his office, one colonel, driver, and an American - and the most shaky story he had ever heard.",0.8493444694460001,0.1951219512195122,0.9651057124137878,0.0002531496284063,0.9648525627853816,29,26
so did Killer Cleve wind up my pussy?,"Did, uh, Killer Cleve let the cat out of the bag?",0.640525173133,0.24,0.9971696734428406,0.0037264570128172,0.9934432164300234,8,11
And don't say it's what you do with the dumb luck that counts.,and don't tell me it depends on how lucky you are.,0.601216012465,0.1904761904761904,0.9964324235916138,9.309442975791173e-05,0.996339329161856,13,11
I think maybe I know why somebody wanted to kill Sam.,I-I think I might know why someone wanted Sam dead.,0.896412364161,0.037037037037037,0.8109387159347534,0.0190320517867803,0.7919066641479732,11,10
I live for this shit.,I live for this.,0.846393778312,0.2272727272727272,0.9996498823165894,0.0001086968914023,0.9995411854251872,5,4
"if this woman doesn't bring them, Molly's gonna die, okay?","If that psychic lady does not bring it here, Molly is dead, OK?",0.7800149101330001,0.078125,0.985782265663147,0.0030272277072072,0.9827550379559398,10,13
"I have to tell you, I'm not a big fan of catching bullets to my head.","I gotta tell you, I'm not a big fan Of almost catching a bullet in my head.",0.908130735494,0.0789473684210526,0.7015700340270996,0.0559396892786026,0.645630344748497,16,17
where the fuck is he?,"Hey, where's Cameron?",0.616349746623,0.0,0.9980705380439758,5.1341256039449945e-05,0.9980191967879364,5,3
"he returned me to the land of the living, knowing that one day you would use Orden's power to kill me.",He only returned me to the land of the living because he knew one day you could use the power of Orden to kill me.,0.921085912142,0.1043478260869565,0.9571305513381958,0.3304536938667297,0.6266768574714661,21,25
Unless it's a charity for c-list actors who suck at golf.,if it's not charity for a C-grade actor who can't play golf.,0.738700063356,0.0491803278688524,0.9744197130203248,0.0003039860457647,0.9741157269745602,11,12
You deserved to be burned.,you deserve to be written off.,0.607004086004,0.1290322580645161,0.998943030834198,0.0794098526239395,0.9195331782102584,5,6
what the hell was that?,What was that?!,0.792479364978,0.3333333333333333,0.8596190810203552,3.989212927990593e-05,0.8595791888910753,5,3
This is where the rich kids come to die.,this is where young youth go to die.,0.629021086533,0.0975609756097561,0.9696817398071288,0.0559458024799823,0.9137359373271464,9,8
But that shit's impossible to get. You need a special license.,but it's impossible to get to them. You need a special license.,0.8987611611,0.015625,0.998916506767273,5.021650940761901e-05,0.9988662902578652,11,12
"""you want to destroy her!""",'You're destroying her!',0.761667776561,0.074074074074074,0.9835551381111144,0.0166540574282407,0.9669010806828736,5,3
They were gonna shoot us on Ventura Boulevard!,you think they'd shoot us on Ventura Boulvar?,0.6899786770999999,0.0212765957446808,0.9798210859298706,0.0359243489801883,0.9438967369496823,8,8
"Fuckin' intense, but she got a hunch.","hell of a good, but just a hunch.",0.716240588045,0.1052631578947368,0.993000626564026,0.0015353966737166,0.9914652298903094,7,8
It's easy to be philosophical... ...when it's some other poor cunt with shite for blood.,"anyway, it's easy to be philosophical...... if it's someone else who's got dope in the blood.",0.72467037735,0.0531914893617021,0.999455988407135,0.0052583152428269,0.994197673164308,15,16
"it stinks and it's rotten. ""","It smells and it's rotten.""",0.600550547137,0.0344827586206896,0.9166392683982848,0.0176516883075237,0.8989875800907611,6,5
"if only he was crazy, he would still be alive.","If he was just unstable, he'd still be alive.",0.749678612641,0.0212765957446808,0.9901562929153442,0.0042354669421911,0.9859208259731532,10,9
So this guy is showing me his disgusting house... ...which clearlyhe's self-conscious about.,"he showed me his ugly house, which he was pretty uncomfortable with.",0.707187692926,0.2580645161290322,0.9462984204292296,0.2807521224021911,0.6655462980270386,13,12
I took out a Uruguayan death squad with nothing but piano wire and a...,I took the Uruguayan unit to death. Only with the piano strings and...,0.643726169666,0.0138888888888888,0.6788992881774902,0.0909084603190422,0.587990827858448,14,13
"of course, she's a ton of fun, and you're not being ridiculous.",She's tons of funand you're no fun at all.,0.604555084377,0.328125,0.96528559923172,0.0011463686823844,0.9641392305493356,12,9
"Just grab the udder like so, and pull.",you just have to grab it and pull it.,0.657388386154,0.0256410256410256,0.6784647703170776,0.0012820031261071,0.6771827671909706,8,9
And Keyshawn Johnson has seen some bitches.,and Keyshawn Johnson has seen the couple.,0.715347284166,0.0454545454545454,0.998427152633667,4.707092011813074e-05,0.9983800817135488,7,7
he must be dead!,He must have died!,0.905963554163,0.1052631578947368,0.9930944442749025,0.0150606548413634,0.978033789433539,4,4
"Once he looked straight across at me, and in his face was all the dumb pathos of the wounded and hunted animal.","he looked directly at me once, and his face was blunt with the suffering of an injured and bitten animal.",0.8027698519259999,0.0535714285714285,0.9966087341308594,0.0010419724276289,0.9955667617032304,22,20
I'll try to eradicate the demon!,I'll try to free you from your demon,0.604409133896,0.1081081081081081,0.9587265253067015,0.1215520277619361,0.8371744975447655,6,8
Black cats. I like black cats.,"black, mostly black.",0.735328594042,0.3225806451612903,0.8382004499435425,0.1099699884653091,0.7282304614782333,6,3
"You're reckless, You're dangerous,",reckless and dangerous.,0.654392432526,0.3142857142857143,0.9705496430397034,0.2149145156145095,0.7556351274251939,4,3
Anthony never knew shit.,Anthony saw nothing.,0.642115609104,0.16,0.999432384967804,6.447380292229354e-05,0.9993679111648816,4,3
It says that I have a schizophrenic mind.,it says I'm a schizophrenic.,0.816617001287,0.3095238095238095,0.9130718111991882,0.0155984312295913,0.897473379969597,8,5
"Have a drink, you pussy.","have a drink, girl.",0.8089393941230001,0.2,0.9994910955429076,0.0001029014601954,0.9993881940827122,5,4
We're going as a slutty nurse and a hot doctor.,we'll go for a sexy nurse and Dr. Krakouce.,0.8162464318520001,0.0833333333333333,0.9936733245849608,0.0032215469982475,0.9904517775867132,10,9
You're a slacker. You remind me of your father when he went here.,you remind me of your father when he came here.,0.886540056347,0.2727272727272727,0.9858505129814148,0.0004568686708807,0.985393644310534,13,10
"I'll tell you what - I'm gonna throw up, and you're gonna blow it anyway.","I'll tell you what I'm gonna throw, and you're still gonna whiff at it.",0.8652105545700001,0.027027027027027,0.9129840731620787,0.0059547713026404,0.9070293018594384,15,14
Gabriel must have shut down all the satellite links. Shit.,Gabriel must have interrupted all the satellite communications.,0.6781451046320001,0.078125,0.9990691542625428,4.778725269716233e-05,0.9990213670098456,10,8
"Then, when hunger in the taiga, kill ""beast"" and eat the whole way.","well, and when they're all starved of food, they'll cut the bull and eat it all the way.",0.654515546664,0.2359550561797752,0.9775700569152832,0.0042540011927485,0.9733160557225348,13,18
it's puzzling that the whole species lives in that little smelly pile.,"Amazingly, the entire species lives in this one tiny stinkhole.",0.647376870987,0.0985915492957746,0.908674955368042,0.0142415054142475,0.8944334499537945,12,10
"He'll swear to what he heard from her own lips. And those society people in New York City, who live with their heads up their asses anyway, will believe him.","he swore he'd heard it from her, and the New York City woman, who was still thinking the knee, would believe him.",0.691673640641,0.2784810126582278,0.9635915756225586,5.443903501145542e-05,0.9635371365875472,30,22
What the hell are you doin'?,what are you doing?,0.852805882339,0.3103448275862069,0.9752802848815918,4.7239100240403786e-05,0.9752330457813514,6,4
"you just grab him by the foot and keep his teeth out so I can keep his ass in sight for as long as I can. ""","You just hug his legs and hold on for dear life so that I can sort of keep his backside in view as long as possible.""",0.642748617795,0.0847457627118644,0.9975934624671936,0.4446563720703125,0.5529370903968811,27,26
"he took the handle of the needle and began to close his brain, a solid cover covering his brain.","Taking a needle holder he began to close the dura, the tough covering over the brain.",0.7637845468089999,0.1134020618556701,0.9074465036392212,0.0062313238158822,0.901215179823339,19,16
Frustration's a useless emotion.,disappointment is an unnecessary emotion,0.8454018840549999,0.1951219512195122,0.9112030267715454,9.76502924459055e-05,0.9111053764790996,4,5
"the memories of those 18 days are so crowded that it is difficult to separate one event from another, one stage away from another: Dramatic, touching, bizarre and unreal from the pathetic.","Memory of these 18 days is so crowded that it is difficult to separate one event from another, one phase from the next: the dramatic, the moving, the bizarre, and the unreal from the bathetic.",0.891778125098,0.0207253886010362,0.9568181037902832,9.389933256898075e-05,0.9567242044577142,32,35
Do all blacks have big ones and all Japs little ones?,do all black people have big and Japanese small?,0.7542121379350001,0.0925925925925925,0.9632758498191832,0.0595281645655632,0.90374768525362,11,9
but I'm not gonna hesitate to blow your toes off.,But I don't care it to fly your fingers of the feet.,0.601776226961,0.0566037735849056,0.9665098786354064,0.0030987909995019,0.9634110876359044,10,12
"if I were you, McGee, I'd shoot.","If I was in your position, McGee, I'd have fired.",0.781429718546,0.34,0.9971421360969543,0.0005172685487195,0.9966248675482348,7,10
he's talking nonsense on Bauji's birthday.,She speaks nonsense even on Bauji's birthday?,0.790097035084,0.0652173913043478,0.9080264568328856,0.0505436137318611,0.8574828431010245,6,7
"if you shoot first, the people who come in here won't bother with the negotiation.","If you fire the first shot, those people coming down won't bother negotiating.",0.778668749984,0.0481927710843373,0.6689236164093018,0.0191311668604612,0.6497924495488405,15,13
Your kind is extinct.,kind of an extinct species.,0.705012308041,0.2142857142857142,0.984872043132782,0.0001746417256072,0.9846974014071748,4,5
"Don't cock-block me on this,nance.","Nancy, don't show me.",0.641007085951,0.3714285714285714,0.872369110584259,0.0004647673631552,0.8719043432211039,5,4
How could I have sex with you?,how do I love you?,0.6653127139989999,0.3870967741935484,0.995389461517334,5.0438626203686e-05,0.9953390228911304,7,5
each of them is an eels in the industry with a loaded criminal record.,Each of them with superstar criminal track records.,0.6180351019960001,0.2676056338028169,0.931124746799469,0.0011657103896141,0.9299590364098548,14,8
"hey, if God is omnipotent... can he make such big tits that he won't even carry them?","Hey, ifGod is all-powerful... can he make a boob so big that even he can't lift it?.",0.6451436266889999,0.0116279069767441,0.9970344305038452,0.0582892149686813,0.938745215535164,17,17
"Fuck, man, I didn't mean to.","hell, I didn't mean it.",0.817300821769,0.1724137931034483,0.9990693926811218,0.0101635549217462,0.9889058377593756,6,5
that's why you've got that fucking tattoo.,I guess that's why you have those freaky tattoos.,0.62349684855,0.14,0.9991785883903505,0.0009042950696311,0.9982742933207194,7,9
"monkey, listen, I don't know why you're doing this.","Huah! Monkey, listen, I don't know why you're doing this.",0.941948764133,0.1034482758620689,0.987503707408905,0.0008925317088142,0.9866111757000908,9,10
No fucking way that was a strike.,it wasn't even a strike.,0.689138883432,0.2647058823529412,0.9917255640029908,4.584300768328831e-05,0.9916797209953075,7,5
"JAMES: Right, Bubbles, whatever it takes to beat that prick next year, just say it.","okay, Bubbles, I have to do whatever I have to do to beat that volley next year, so just say it.",0.620767204064,0.134020618556701,0.9756231904029846,7.085171091603115e-05,0.9755523386920686,15,21
"Idaho managed a rueful smile, but his breast ached.","Idaho managed to smile ruefully, but his heart writhed.",0.767487311294,0.0714285714285714,0.9023536443710328,0.0002959836565423,0.9020576607144906,9,9
"okay, I'm gonna go upstairs and start a dangerous relationship with a pervert on the Internet.","Fine, I'll just go upstairs and start a dangerous relationship with an Internet predator.",0.879305372681,0.0526315789473684,0.9903167486190796,0.0237124115228652,0.9666043370962144,16,14
it's just that it looked like a fucking dragon!,"I mean, it looked like a bloody dragon!",0.8135473433670001,0.1666666666666666,0.9936406016349792,0.1612508594989776,0.8323897421360016,9,8
The village of witches !,witch village!,0.7419354952789999,0.4,0.8734360337257385,0.0296022072434425,0.843833826482296,5,2
"Hey, this is some bitching car.",this is a bad thing for a car.,0.621837883622,0.03125,0.9978553652763368,5.601874363492243e-05,0.997799346532702,6,8
all you can think about is shit.,All I can think about is poo.,0.755346324262,0.0909090909090909,0.999674677848816,0.0206712316721677,0.9790034461766484,7,7
Get this out of my sight. My mother cannot see that revenge smut.,my mother mustn't see these vengeful gibberish.,0.7137936974019999,0.2727272727272727,0.7952799201011658,0.0303188022226095,0.7649611178785563,13,7
"everybody wants the same shit he's got, and he pays cash!","Kids pour in here, they want everything he has, every performance part, and they pay cash !",0.6149559931549999,0.3695652173913043,0.999052107334137,6.021256194799207e-05,0.998991894772189,11,17
What the fuck are you doing?,what are you doing?,0.8695512538519999,0.3103448275862069,0.9995368719100952,4.7239100240403786e-05,0.9994896328098548,6,4
shut up.,Be quiet.,0.738542178707,0.1,0.99888414144516,0.0010136729106307,0.9978704685345292,2,2
I think we fuckin' need him to.,I think we need him.,0.8495657143970001,0.34375,0.9190620183944702,4.6865334297763184e-05,0.9190151530601725,7,5
