reference,translation,similarity,lenght_diff,ref_tox,trn_tox
"He said, ""Tell that fat fuck, Tony Two-toes...","he said, ""Tell that fat guy Tony's two-year-old,",0.839958141877,0.0408163265306122,0.9996063113212584,0.0626171827316284
"Hey, can you catch them with a clothesline?","hey, can you grab something for the clothesline?",0.812573186592,0.1020408163265306,0.8168587684631348,0.0011277217417955
Just because a person doesn't go around blabbing her entire biological history to everyone she meets doesn't make her a liar.,"one doesn't go out, and he doesn't show his biological history to anyone he meets not to be a liar.",0.745127449643,0.2063492063492063,0.0008578529232181,0.7404278516769409
Father Marcus has a big mouth.,father Marcus is talking too much.,0.667918679233,0.1142857142857142,0.9666170477867126,0.0001750314695527
Stinking boats.,fucking boats.,0.8591520142810001,0.0625,0.0014465219574049,0.9992651343345642
You believe that it killed you later of having seen you kill somebody,I think he'll kill you after you kill them!,0.7929489264280001,0.3714285714285714,0.0194964781403541,0.9989827275276184
"The fool thought he was in for romance, and ended up in a sack","crazy one, he yearned for romance and ended up in a bag.",0.765206078341,0.0952380952380952,0.9993163347244264,0.0506498217582702
"""The Cock Pit.""","""on the Cat's dick.""",0.697222175197,0.238095238095238,0.0166749581694602,0.9975221753120422
"That without my vampire, no one would give a shit?","and without my vampire, no one would care?",0.838628308882,0.1568627450980392,0.993361473083496,0.0032982875127345
"Get yourself a Double Cheese with fries for $2.95, faggot.",you'll get a double hamburger for the money.,0.60472075759,0.2372881355932203,0.9984978437423706,8.85255794855766e-05
Soon you won't even be able to jerk off without him knocking on the door.,"in a minute, you won't even be able to hunt him down so he doesn't knock you on the door.",0.699820841162,0.1777777777777777,0.9943206310272216,0.0010564278345555
"If he was pulling at the wire, he wasn't trying to kill himself.","if he was bitten by a wire, he didn't kill himself.",0.8338873382719999,0.2,0.0037092119455337,0.7871007323265076
I think the problem is in your wife's head.,I thought the problem was your wife's head.,0.90689127319,0.0,0.036495491862297,0.6869304776191711
The goddamn car killed her.,fate killed her.,0.65155490725,0.3928571428571428,0.9992552399635316,0.0211490467190742
Humped the mayor's wife and burned down city hall?,you just fucked the mayor's wife and burned down City Hall.,0.871862235228,0.15,0.0424265563488006,0.9988968372344972
Dark Witch?,a black witch?,0.868348592039,0.2,0.0017304994398728,0.9902817010879515
It's those damn fluorocarbons.,it's the fluorocarbons.,0.644072931027,0.2258064516129032,0.9988877177238464,0.0001178342135972
To hell with what it looked like.,to hell with what he looks like.,0.910163753816,0.0294117647058823,0.13166344165802,0.9964068531990052
"They smell so bad, I thought that the Germans are not wanted.",I thought the Germans wouldn't want them how they smelled.,0.777624240078,0.0483870967741935,0.9940770864486694,0.012543361634016
I'll deal with that fuckin' cop.,I'll take care of the cop.,0.7161628994179999,0.1818181818181818,0.999414086341858,0.0003861309960484
Why don't you grab some coffee for us. Black.,why don't you get us some coffee?,0.735965842482,0.2608695652173913,0.9244689345359802,5.185732516110875e-05
"Where I come from, it would be considered poor taste.","where I'm from, it would be considered pathetic.",0.6036830905170001,0.0925925925925925,5.091861748951487e-05,0.9845052361488342
Are you fuckin' kiddin' me?,are you kidding me?,0.8027462259129999,0.2857142857142857,0.9921314120292664,0.0001406868250342
"The shop was packed with people returning ties, and shirts and shit they’d got for Christmas and had no use for.","the house was full of people who came back with ties, shirts and all sorts of stuff they got for Christmas, and they didn't need them.",0.707997683138,0.1629629629629629,0.9024448990821838,5.00193091284018e-05
Can you give me a little punch?,can I have some punch?,0.737281029857,0.28125,0.617835283279419,0.0008586391340941
"G.B. You're fucking good, man.","Garber, you're really good.",0.670909364588,0.0967741935483871,0.977674663066864,7.629336323589087e-05
I hope I'm not seeing you again.,I hope I never meet you again.,0.902867892945,0.0606060606060606,0.0060145151801407,0.5172215700149536
It was a thick book and looked very old.,she was a fat book and looked very old.,0.875884008188,0.024390243902439,0.0001906207762658,0.9896161556243896
"If you don't open the door, I'll bloody well break it down!","if you don't open, I'll break the door!",0.8773182648029999,0.3333333333333333,0.8362972140312195,0.0666927173733711
So finally I got fed up and I made a bet with the old coot.,but then I got stoned... and made a bet with that old goat.,0.606627783545,0.0,0.0224522929638624,0.7280170321464539
First... ...I will turn Gotham into an icy graveyard... ...then I will pull Batman's heart from his body... ...and feel it freeze in my hands.,"first, I will turn Gotham into a graveyard of glaciers, then I will rip out my heart from the body of the Batman and freeze it in my hand.",0.791002991117,0.0279720279720279,0.0214484743773937,0.955780267715454
She ain't gonna leave this place until she cleans the whole goddamn place out.,she's not going away until she smashes this place out.,0.775148780414,0.3037974683544304,0.9951554536819458,0.089552603662014
"You shut up, or you'il get another fifteen.",freeze or you'll get another 15.,0.67423026295,0.25,0.9958179593086244,6.342388951452449e-05
What the hells goin' on here? -,what the hell is going on here?,0.787937171398,0.0,0.0319621302187442,0.877906858921051
You-- It's a fucking lighter.,it's just a lighter.,0.7710686362720001,0.3,0.9985364675521852,8.934208744904026e-05
He led us right into your hands. Now he's left me with a gang of cutthroats.,he took us directly into your hands and left me with a bunch of thugs.,0.776366534685,0.0779220779220779,0.0065124030224978,0.9421762824058532
"My previous advice to ignore the piles of stones in the road was obviously foolish, and you saw that a much wiser course was to declare stone-carrying to be illegal.","my previous advice to ignore the piles of rocks on the road was obviously stupid, and you figured it much wiser to declare the carrying of rocks illegal.",0.867412366169,0.072289156626506,0.1093672066926956,0.993976593017578
It smells.,it stinks.,0.8109481686390001,0.0,0.0002085594751406,0.9821001291275024
"Fucking thing's so powerful, I had to take a lesson from the dealer.","the thing is so strong, I had to take an hour with the dealer.",0.674148598875,0.0869565217391304,0.9984512329101562,4.5595366827910766e-05
"I want you out of here by tonight, before your little rats can do any more damage.",I want you to be gone by the end of the day before the rats do even more damage.,0.7512351092640001,0.0240963855421686,0.9921675324440002,0.0206491649150848
"And in the meantime, Floki, shut your face.","and until then, Floki, keep your face.",0.7151735966060001,0.1136363636363636,0.9973400235176086,0.0008391023729927
"I nearly fucked him, not he's nearly dead.","I nearly drove him, not nearly killed him.",0.858331499566,0.0,0.9966391324996948,0.0050497245974838
Ho-lee crap.,bloody hell.,0.677187500628,0.0,0.9991746544837952,0.4859741330146789
"""At home they think we like to kill.","""at home, he thinks we kill for pleasure.",0.706123392257,0.119047619047619,0.9020534157752992,0.0436291322112083
"Bilbo the silly hobbit started this affair, and Bilbo had better finish it, or himself.","Bilbo would have started the whole thing, and Bilbo should have done with it, or himself.",0.7359344311980001,0.0222222222222222,0.97678804397583,0.0003303898265585
Sucker has six razor claws that expand upon impact.,that son of a bitch has six blades to drop off after the impact.,0.6419899594780001,0.2,0.0179598350077867,0.9992796778678894
"It's going to be a lot less interesting once we're dead, Ms. Groves.","it'll be much less interesting when you're dead, Ms. Groves.",0.90536189441,0.1159420289855072,0.0426979847252368,0.9629656076431274
I ain't no Lafayette! Shit!,I'm not Lafayette!,0.836902875602,0.3214285714285714,0.9992499947547911,4.976476702722721e-05
My throat slit like a rooster.,with his throat slit like a cock.,0.8752910874240001,0.088235294117647,0.1446845680475235,0.9990503191947936
"When opportunity knocks, let her the fuck in.","when an opportunity knocks on the door, let her in.",0.825389177042,0.1153846153846153,0.9993934631347656,7.128429570002481e-05
That woman was born with her legs apart.,she was born with her legs apart.,0.916637143092,0.1707317073170731,0.5499851703643799,0.0020392527803778
You reversed into him.,you shot him in reverse.,0.735777021211,0.08,0.0003402333531994,0.9595577120780944
Do you realise how absurd your position is?,do you understand how absurd you are?,0.778442580228,0.1363636363636363,0.058895505964756,0.8993239402770996
"How 'bout you, kids? Kill anyone?","what about you guys, you killed someone?",0.658597978224,0.1707317073170731,0.9672945737838744,0.1148532181978225
"And Jojohn went and woke up Wall, and Wall was only too ready to swear that it was Your Humble Narrator that had done the real dirty tolchocking and brutality.","and the Kurnoz went and woke the Slayer, and Solace was willing to swear that it was your Cornish Pig, who carried out the ugliest tolchokes and brutality.",0.7293353353,0.025,0.0081749744713306,0.9634533524513244
Both objections sustained so crap that bottle of tequilla and get out of these stuffy suits.,"both objections are accepted, so grab that bottle of tequila and drop the old-fashioned suits.",0.659668689027,0.0210526315789473,0.9943300485610962,0.0003015955444425
Russians must do the dirty work themselves.,the Russians will have to do all the dirty work themselves.,0.896400336997,0.2666666666666666,0.9806147217750548,0.1036227270960807
"Look, it was just a lame little prank.","look, it was just a stupid joke.",0.787471810308,0.1538461538461538,0.0110104288905859,0.9995112419128418
In a billion years we'll all be obliterated by a black hole anyway.,"in a billion years, everyone will be engulfed in a black hole.",0.863697714249,0.0735294117647058,0.5988484621047974,0.0036701299250125
The US seems to think you're nuclear terrorists.,"oh, but the US thinks you're a nuclear terrorist.",0.7887786828300001,0.02,0.035369049757719,0.9626402854919434
"Damn, man, you lost diamonds.",you lost the diamonds.,0.747515176637,0.2333333333333333,0.9995423555374146,9.664904064266012e-05
You can't just fucking leave.,you can't just swim.,0.608215841726,0.3,0.9889012575149536,7.40621835575439e-05
"Wouldn't you say, ""I'll be damned to it,"" and desert?","wouldn't you say, ""hell with everything"" and deservedly?",0.68500044651,0.0526315789473684,0.6209829449653625,0.0638966411352157
"Okay, what the hell is it with you and Mexican food all of a sudden?","okay, so all of a sudden, all of a sudden, you've got nothing to do with Mexican clay?",0.647907470875,0.2068965517241379,0.9635977745056152,0.0002278761676279
"Burn 'em up, rut!","R-em-em-up, Rut!",0.616847187465,0.0555555555555555,0.9981034994125366,0.0003019756404682
Resist arrest just so you can wrestle me down... ..and cuff me.,I'm gonna struggle so you can beat me up and cuff me.,0.715614340476,0.15625,0.0089322468265891,0.8105224370956421
They had a snake loving bitch for their only goddess and knew nothing of the temper of Storm Gods.,"their only goddess was a monster who was in haves, and they knew nothing of the temperamentis of the gods of the storm.",0.76571631523,0.175,0.998849391937256,0.0447010025382041
I owe him a life and I swear I do not have the killing blood in me–not to kill a pilot.,"he saved my life, and I swear I'm not greedy, not even a pilot's blood.",0.6756537401070001,0.1818181818181818,0.9223413467407228,0.0001738513528835
"We got a clock to kill first, guys.",we'll solve the death hours first.,0.60363942737,0.0277777777777777,0.9959422945976256,0.0019158206414431
Why the fuck wasn't I...,why the hell didn't I...,0.898165893226,0.0,0.9938533306121826,0.0906645059585571
I'm losing my fucking mind.,I'm getting crazy.,0.613925302569,0.3214285714285714,0.9949153661727904,0.0090047512203454
So give us the truck and we'll let you live to die another day.,give us the car and we'll all live another day.,0.8018025167030001,0.25,0.9866096377372742,4.298550993553363e-05
"Knock him on the ground, Bulldog!","take him out, Bulldog!",0.656146507671,0.3235294117647059,0.9946013689041138,0.0024390795733779
I wouldn't have called you and I wouldn't have fucking bothered you if State wouldn't have pulled me in on this Lake Charles case.,"I wouldn't call you, I wouldn't bother you if I didn't have cops on my hands because of this case at Lake Charles.",0.7569217741329999,0.1221374045801526,0.9644837379455566,0.0003417925618123
"Tom, do not listen to that crap.","Tom, don't listen to her.",0.860466345422,0.2121212121212121,0.9996724128723145,0.0002109089837176
"My lord, I'll steep this letter in sack and make him eat it.","the leaf, my lord, I'll dip into the seed and eat it.",0.60812514467,0.1147540983606557,0.5776098966598511,0.0010146313579753
"Now, for Christ's sake, go on up and cut it down.","for God's sake, get up there and cut it off.",0.8744845684479999,0.1,0.0145493960008025,0.981331706047058
The only reason I'm here Is 'cause my idiot friend is in the rodeo.,I'm only here because my fat friend is taking part in the rodeo.,0.7515557505410001,0.0441176470588235,0.9995033740997314,0.1756191104650497
You see that fine-ass girl over there?,you see that beautiful ass over there?,0.667416311276,0.0,0.0070166639052331,0.9986502528190612
"I moved in with my only friend, who I wasn't very good friends with, but he also didn't go to college, so we got an apartment in Boston, and so we're both 18 years old living in downtown Boston and we lived in one room, we slept in the same room, this little tiny studio apartment, and so one time, he started making jokes about jerking off.","so I lived with a last friend, who I didn't even have friends with, but he didn't go to college either, so we had a flat in Boston, and since we were both 18, we lived in a room in the middle of Boston and lived in a room, we slept in the same room, one day, and then one day, he started making jokes about masturbation.",0.878942924155,0.0614035087719298,0.9683722853660583,0.4219824075698852
They piss on us and laugh.,they look at us and laugh.,0.850322019614,0.0,0.5718318819999695,6.078069054638036e-05
It's not a stormtrooper! Crap!,it's not a Stormtrooper!,0.843622422164,0.1935483870967742,0.9990166425704956,7.100396032910794e-05
"These men are despisers of all, holding only to their evil master's will.","these human monsters are all disdain, and they depend only on the will of their devilish master.",0.6660034154819999,0.2371134020618556,0.2655729055404663,0.9970428347587584
"My dear Mrs. Atwater, careful application of the trigger finger... and a pair of seats in the first row is yours for the shooting.",the targeted finger work on the trigger and the seats in the first place are yours.,0.610670775902,0.3587786259541984,0.9317908883094788,0.0005284788785502
Because I'm crazy about you.,because you make me crazy.,0.8371805523260001,0.0689655172413793,0.0015345599967986,0.980778694152832
I don't know about ya'll but this president obama is pissin' me off.,"I don't know about you, but President Obama pisses me off.",0.85270973779,0.144927536231884,0.3408450484275818,0.9110825061798096
My dad can be a Gl-cho.,my father can be a jerk.,0.777273843075,0.04,0.0006701128440909,0.9992908239364624
And there's the devil herself.,and there's Satan himself.,0.862517436968,0.1290322580645161,0.7925775051116943,0.0260710194706916
"You were a sickly child too, every two days you use to fall sick",you used to be a sick baby for two days.,0.802643205775,0.3692307692307692,0.0135796396061778,0.8489992022514343
That's horseshit. We can take off without that.,we can take off without him.,0.693597612746,0.3958333333333333,0.9970846772193908,0.0001982348621822
Then it's safe to assume that at some stage you and Mrs Smear must've had sexual intercourse.,"so it's okay to assume that in a certain period, you and Mrs Sbow had intercourse",0.6310251218490001,0.1276595744680851,0.9345036149024964,0.0100683150812983
"Who are you, the Queen of Siam?","who the hell are you, Queen Siam?",0.930564939004,0.0588235294117647,0.000188103687833,0.9917084574699402
I just know she's had years of people telling her that she's crazy.,all I know is she's been told by years that she's crazy.,0.852164799932,0.1617647058823529,0.3921417891979217,0.9305895566940308
"But when I see a black widow, I step on it; I don't plead with it to be a good little spider and please stop poisoning people.","but when I see the viper, I kill her and I don't want her to be so nice and stop biting.",0.613976559204,0.2992125984251969,0.0032898148056119,0.5522058606147766
"He can hurt his wife all he wants, but anyone else try, and he goes absolutely tribal.","he can hurt his wife as much as he wants, but if anyone else tries, he'll go crazy.",0.829111212588,0.0344827586206896,0.0048567606136202,0.8583232164382935
"I have not seen him-as himself-in a hell of a long time, and . . .""","I didn't see him-without disguise-damned long, and... """,0.613164084899,0.1764705882352941,0.0001553313777549,0.9476779103279114
You're too hot headed!,you're too hot!,0.915863798156,0.3043478260869565,0.8759542107582092,0.2331036031246185
I sent her a couple hundred bucks worth of roses and a kick-ass poem.,I sent her a rose for 200 bucks and some poetry.,0.8141068932100001,0.3,0.8891976475715637,8.751652057981119e-05
"Fucking love free shit, man.",I love things for free.,0.62389021723,0.1724137931034483,0.999685287475586,4.469560371944681e-05
Why the hell didn't you pick up your brother like you said you would? Okay.,"why didn't you pick up your brother, like you said?",0.907483764898,0.3157894736842105,0.8353920578956604,7.923560042399913e-05
"Okay, if we're going to shoot me coming out of a coma, we're going to do it my way.","all right, if we keep filming us coming out of a coma, we're gonna do it my way.",0.83733824872,0.0357142857142857,0.9835873246192932,0.0015352665213868
"Because I Tasered myself, like, five times one night, I didn't shit my pants at all.","I shot that one five times a night, and I didn't shit myself.",0.816816209624,0.2705882352941176,0.1734640449285507,0.9829692244529724
"Now, you're all valued employees. But as we undergo this transition to LIFE online... we wanted to be candid with you... that some of you will be determined non-vital employees... to the new partnership.","you are all valuable employees, but since we are undergoing a change on Life Online, we want to be honest with you, some of you will be useless for this new grouping.",0.7259889081199999,0.1813725490196078,3.56956479663495e-05,0.6278489232063293
They want to annihilate us.,they want to wipe us out.,0.619116369199,0.0714285714285714,0.989640772342682,0.4252636432647705
"Happy endings for anybody who jumps on the massage table? I found the place, asshole.",happy moments for anyone who hugs on the massage table?,0.7094294600480001,0.3488372093023256,0.9993150234222412,5.630377199850045e-05
The titanthrop picked up the Moor with one hand against the little man’s chest and one under his buttocks.,the titantrop picked up Maura with one hand under his chin and one on his bottom.,0.780199194595,0.2336448598130841,0.9614413976669312,0.0073245740495622
We could finally and truly destroy our enemies!,we could destroy our enemies forever and forever.,0.7067521831910001,0.04,0.0419749468564987,0.7823470234870911
Didn't you try to kill yourself when she began her affair with Terry McCandless?,did you try to kill yourself when you started with Terry McCandles?,0.8883084664990001,0.1604938271604938,0.9518557786941528,0.0192807149142026
Who do I have to fuck?,who do I have to deal with?,0.8350111081839999,0.1785714285714285,0.9906299710273744,4.642505518859252e-05
"Maybe you just don't realize what you have put on... ...or you know you did something stupid, but refuse to acknowledge that.","maybe you don't really know what you're wearing, or feel like you're embarrassed, but you don't want to confess.",0.6965695382320001,0.1031746031746031,0.998960018157959,0.0001342389005003
This is insane.,that's stupid.,0.685270268726,0.0625,0.001649358891882,0.9996770620346068
Spin it.,spin him.,0.917911639099,0.1,0.0001791707327356,0.9361117482185364
Your right brain has no idea why you're suddenly getting up and putting on your jacket.,your real half brain doesn't even know why you're getting up and putting on your jacket.,0.825915172923,0.0112359550561797,0.041605457663536,0.9789674878120422
"Then another, flung by a different Guard, whirled just over their heads and embedded itself barrel-first in the sand, surf swirling around its stock, and fell away aft.","then, above their heads, another, thrown by another armsman, was thrust into the sand, leading her back in the sand, past the butt.",0.6823470085150001,0.2189349112426035,9.718488581711426e-05,0.9717758297920228
"No, he's okay, you know, Except for his around town pervin', of course.","not cool, you know, except he's a pervert, of course.",0.6766003393979999,0.25,0.0002586744376458,0.9953032732009888
"If you let Robin live, l’il do the most disgusting thing I can think of.","if you let Robin live, I'll do the most heinous thing I can think of.",0.860580695789,0.0410958904109589,0.9049607515335084,0.0552594102919101
You don't belong here; you're no Baggins – you – you're a Brandybuck!',you don't belong here; you're not a Baggins - you are - you are the Brandslayer! ',0.886532749382,0.144578313253012,0.942539393901825,0.2134647965431213
"You tried to cut her up, destroy her face so we wouldn't know who she was, but you couldn't go through with it.","you wanted to cut her into pieces, smash her face so we didn't know who she was, but you couldn't finish it.",0.8470777669509999,0.0267857142857142,0.1819678843021392,0.9861397743225098
"When the meteor gets close enough, I'm sending up a dozen missiles.","when the meteor gets close enough, I'll shoot dozens of missiles on it.",0.769207018012,0.0555555555555555,0.0029867878183722,0.9614719152450562
"You're incapable of strangling someone for ten minutes, eye to eye.",you couldn't strangle someone for 10 minutes and look him in the eye.,0.841438935685,0.0285714285714285,0.7241015434265137,0.0173923037946224
"""Sex. Breakfast of champions.""","""breakfast of champions.""",0.846483235004,0.1612903225806451,0.9903096556663512,9.172365389531478e-05
"like Norah Jones, a couple of high-school girls getting super fat on iced lattes, a homeless guy trying to scam the key to the restroom, and some faggot writing his novel on a laptop.","""a COO of high-school girls getting super fat on hot lattes,"" ""a homeless guy trying to flick the key to the groin,"" ""and some interns writing his novel on a laptop.""",0.721238534777,0.092391304347826,0.9908012747764589,0.0271744858473539
I could see shooting someone over you.,I understand someone's shooting for you.,0.787667150055,0.048780487804878,0.9972298741340636,0.0309898741543293
"'So, your word counts for nothing,' said Lanovar softly.","'then your word is useless, 'said Lanovar quietly.",0.7585748354430001,0.1052631578947368,0.0001283126039197,0.9684129357337952
"Shit! No, Vierville is west of us.","no, Vierville is west of us.",0.8608367094499999,0.1714285714285714,0.998296082019806,4.4880289351567626e-05
"I repeat, move to code black.","I repeat, go to the dark.",0.74584327456,0.1333333333333333,0.6724062561988831,0.0020419736392796
Bloody Africa?,to hell with Africa.,0.651826486572,0.2857142857142857,0.0328357592225074,0.999200999736786
Incoming calls too. Spy shit.,incoming calls too.,0.776688212517,0.3333333333333333,0.9994544386863708,4.132487083552405e-05
I slit my wrist.,I cut my wrist.,0.8014637079889999,0.0588235294117647,0.9492950439453124,0.0155482897534966
Come on. I'm not gonna fuck you in my wife's bed.,we're not gonna do it in her bed.,0.614550944993,0.32,0.9991100430488586,0.0044908737763762
You got a lot of balls coming here.,you've got the guts to come here.,0.703140584559,0.0555555555555555,0.9968771934509276,0.0007372145191766
"You cut me, I bleed metal.",metal is in my blood.,0.612076226214,0.1851851851851851,0.9406964778900146,0.0007193266646936
"If you want to do the taxpayers a favour, go and hang yourself.","if you want to prove the taxpayer a favour, then go throw a rope.",0.666334920009,0.0303030303030303,0.9983090162277222,0.0079235471785068
"I got drunk, she showed up, and I had sex with Christina.","I got drunk, she showed up, and I slept with Christina.",0.938476709388,0.0344827586206896,0.9936238527297974,0.0139186866581439
Tell Christian I know what the fuck he's doing.,tell Christian I know what he's trying to do.,0.854537660494,0.0416666666666666,0.9994133710861206,6.914715049788356e-05
This is a bad one.,this one sucks.,0.783244679288,0.1578947368421052,8.162962330970913e-05,0.9994600415229796
"He was large of frame, with a frank expression on his face, and could run on his two legs as fast as a hog on four.","he was tall, with a straight face, and he ran for two as fast as four.",0.682664678046,0.3879310344827586,0.923244833946228,0.0001310410589212
Now you kids go down there and find my nuts.,"come on, kids, get down there and find my balls.",0.744559802024,0.0816326530612244,0.0041421074420213,0.9967514276504515
Pathetic.,terrible.,0.634786421549,0.0,0.999669313430786,0.0006935396813787
"And that fellow, Hanky... he wasn't worth two damn cents, Milk.","and that guy, Hanky... wasn't worthy of 2 cents, Milk.",0.904089800211,0.140625,0.9890151619911194,0.0005139569402672
Going to a club with half-naked women bouncing around is not what Grayson wants for his bachelor party.,going to a club full of hopefuls of women is not what Grayson did for the bachelor party.,0.813713964409,0.1346153846153846,0.5795546770095825,0.0003859992139041
"“You sound sick, child,” she said.","'you sound like you're ill, child, 'she said.",0.868914785704,0.2391304347826087,0.9892520308494568,0.0109650576487183
"He put up his sword and said, 'Damn me.",he lowered his sword and said:,0.688634198434,0.225,0.9975746273994446,0.0003047448699362
Was I a dead fuck?,I was a klutz?,0.627810294617,0.2105263157894736,0.9964824914932252,0.0013878430472686
That's how you can be such a monster to me now and feel nothing.,how can you be such an asshole and not feel anything.,0.670679543655,0.1692307692307692,0.1946333646774292,0.9996201992034912
"""That Indian, sir, is an inhabitant of an oppressed country; and I am still, and shall be, to my last breath, one of them!""","""professor, the Indian is a member of the oppressed nation, and I will be one of those people until my last breath.""",0.761712193177,0.0564516129032258,0.7121627926826477,0.0468087308108806
"Boss, I've caught these two bastards finally.","chief, I finally caught the 2.",0.743841829004,0.3260869565217391,0.9992146492004396,9.471895464230327e-05
You're so sleaZy.,you're really nasty.,0.6919516697750001,0.1428571428571428,0.0529498532414436,0.9992331266403198
"Look, I love those crazy kids, but if they get married, it's gonna be a great wall of disaster.","look, I love those kids, but if they get married, it's going to be one big disaster.",0.8624880312600001,0.1145833333333333,0.5896621346473694,0.0020194011740386
"By the time we get through with Barclay, he's gonna be living in the world full mof shit.","by the time we get Barclay, he's gonna be cursing the whole world.",0.682356780245,0.2555555555555555,0.9942268133163452,0.0505405217409133
"Oh, man, he smells.","it stinks, man.",0.801221054843,0.2,0.0011089561739936,0.9516258835792542
So our friend decides to disguise himself as a wino.,our friend decides to disguise himself as a bum.,0.888488086921,0.0754716981132075,0.0053373058326542,0.5327892899513245
"“Sorry,” he muttered, wincing at how stupid it sounded.","""I'm sorry,"" he murmured, grimacing as he realized how silly it was.",0.786611170889,0.1884057971014492,0.9994164705276488,0.3424118757247925
"And then he killed himself, too.""",and then he killed himself.,0.870026665606,0.1764705882352941,0.0666703209280967,0.9824895858764648
"That's funny. 'cause the last time I saw you, you were beating my head in with a bottle.","the last time we met, you were hitting me with your head.",0.6798999603749999,0.348314606741573,0.0285563208162784,0.94708251953125
"I fix her heart, then we break it again.",I'll fix her heart and then we'll break it.,0.7671663906939999,0.0681818181818181,0.0043356376700103,0.8802456259727478
"Yes, and I'll bust in your head again if I catch you foolin' around with my kin.","yeah, well, I'll give you the cookie when I catch you talking to my family.",0.633526198583,0.0617283950617283,0.9797194600105286,0.0001603920245543
Bobby's afraid they'il kill him in his sleep.,Bobbyis afraid he'll kill him in his sleep.,0.923931663832,0.0434782608695652,0.9788100719451904,0.2564281225204468
So they get their cocks out and jerk off together on the pizza .,and so they pull the tails off and get them on that pizza.,0.6513591298920001,0.0923076923076923,0.997156858444214,0.0024087340570986
"You locked me in a closet, India!","you shut me in the closet, Indio.",0.7169205895649999,0.0,0.0808486640453338,0.632073163986206
He'd have killed him too for a laugh.,he killed that lion for fun.,0.633200334431,0.2368421052631578,0.8558810353279114,0.0013798611471429
I just want her to be cut of pain.,I just want nothing to hurt her.,0.7173388490479999,0.0571428571428571,0.597004771232605,0.0008872239268384
I've gone through the motions of sleeping with girls exactly three times.,I've had sex with girls in total...... three times.,0.654269574608,0.2972972972972973,0.0079419650137424,0.9971108436584472
What the...hey man. Get out.,"what the hell... dude, get out!",0.7056663930500001,0.09375,0.0003137593739666,0.5967233777046204
"Don't fucking care where she is, as long as it's not in mom's bed.","the main thing is, she's not in my mom's bed, man!",0.681516965302,0.2388059701492537,0.9941561222076416,0.0010173832997679
You take one step and you're dead.,"one more step, and you're done.",0.642934886154,0.0857142857142857,0.9409444332122804,4.4597887608688325e-05
That'll be enough for me to keep my leases without any help from you pricks!,"that'll be enough to keep my rent even without your help, dumbass!",0.767179040254,0.1298701298701298,0.0082375397905707,0.9993880987167358
"People of Duloc, your leader is a half ling!","Duloa's people, your leader is a halfwit!",0.681288192233,0.0666666666666666,0.0324207209050655,0.999536156654358
You screwed with his head and had him spy on us.,you hacked into his head to spy on us.,0.791329380385,0.2040816326530612,0.947446584701538,0.0413461439311504
"That sounds foolish, I know, but hear me out, please.","sounds silly, I know, but just hear me out.",0.933133616162,0.1851851851851851,0.904710590839386,0.1281954050064087
"You might have been all kinds of a gay boy before, but you're married to me now... till death do us part, and I intend to keep it that way, understand?","you can be the same kind of boy as before, but now you're married to me...... until death do us part, and I intend to keep it that way, you know?",0.8407066251399999,0.0394736842105263,0.9909676909446716,0.0003130142285954
"Listen, Sheldon, I'm really happy to do this for you, but not if she's gonna be a huge pain in the ass the whole time.","Sheldon, listen, I'm really happy to be able to help you out, but I'm not gonna do it if she's so annoying all the time.",0.7109397254009999,0.0165289256198347,0.9877768754959106,0.0449947193264961
"Hush yourself, Hardy.","shut up, Hardy.",0.758526984311,0.2727272727272727,0.0305958930402994,0.9979569911956788
"You know, you think it's gonna be easy. Even with her mom dead and you busting your ass working every day, small town like Eagar, Arizona, you figure, you know, what do you got to do to keep her out of trouble?","even if her mother is dead and you're stuck at work every day, in a small town like Eagar in Arizona, you want to know what to do to protect her from problems?",0.631383169172,0.2417061611374407,0.958279013633728,0.0001083012466551
I may vomit.,I might be sick.,0.6485607518850001,0.2352941176470588,0.6350542306900024,0.0021741650998592
I would like to know... Ah! What the hell you've done with my girlfriend.,I'd like to know what you've done to my friend.,0.79907491815,0.3513513513513513,0.9638095498085022,8.295857696793973e-05
"""You think she missed her gay parties?""","""you think she missed the happy company?""",0.744845448787,0.0476190476190476,0.9322493672370912,3.729559102794156e-05
Am I going to hell?,if I go to hell?,0.746078840311,0.15,0.1905518323183059,0.9697253108024596
"Oh, damn it, I left my gloves in Brian's office.",I left my gloves in Brian's office.,0.8780714223289999,0.2653061224489796,0.9937098026275636,5.571767542278394e-05
And you think the next WackyWallWalker is?.,and you think that the next act of crap is?,0.620493048338,0.0,0.0001006863385555,0.9973312616348268
I had sex with Laura Baxter every time I came home for Christmas.,I'll sleep with Laura Baxter every year at home for Christmas.,0.7575818001890001,0.0454545454545454,0.9934839606285096,0.001123989582993
"I know it sounds stupid, but it's just about meeting the right person.","I know this is going to sound silly, but it's about finding the right person.",0.823811759501,0.0897435897435897,0.9862993359565736,0.0085342656821012
"Now, you chuckleheads, get your ass out of my office.","now, you smiley faces get out of my office.",0.645680650691,0.1851851851851851,0.9992437362670898,0.0006759227253496
Double damn.,double hell.,0.934561046574,0.0,0.9944661259651184,0.1689430326223373
"Killed my staff girl, Rachel, and that guard, Ellison.","she killed a member of my staff Rachel and that guard, Ellison.",0.888006632288,0.140625,0.5147535800933838,0.005589731503278
